"Feedback","Sentiment Label","Ratings",""
"Only concern is with the admission process and canteen  It needs to be improved.","1","3",""
"Came to the Radiology department for my wifeâ€™s MRI and CT Scan it was done in a quickly and very positive way.","1","4",""
"I am extremely happy the way she is helping me in my weight loss journey.","1","5",""
"I requested to provide more staff in general ward.","1","3",""
"The nurses staffs food service general ward rooms facility were excellent.","1","5",""
"Admitted one day for the medical observation 1 week before delivery All process again was very smooth.","1","4",""
"All producers has been taken very carefully and neat and smooth.","1","4",""
"Shridhara s from nursing team has given immense support and happy for him.","1","4",""
"Gynecologist Bhavani madam is good treating communication and treatment all is v good","1","5",""
"the poor can't afford this hospital in my opinion If you have medical insurance then it's easy.","1","3",""
"To the neuro ICU nurses 5th floor nurses (shout to Samima and Full) thank you You did a great job.","1","4",""
"Everything is so well coordinated I am definitely a happy patient.","1","5",""
"staff and nurses  are quite arrogant and rude they are not at all punctual and I believe if there was a serious emergency they would still come late.","0","2",""
"the amount we are paying is not worth it at all.","0","2",""
"My baby got admitted in hospital and the treatment was good as well as security were kind and polite especially Sangeeta and Shraddha.","1","4",""
"staff and Nurse services is worst we are only to beg to treat patient and inform to give tablets to patient.","0","2",""
"Many other doctors and support team has helped us to over come this situation.","1","5",""
"if the nurses donâ€™t know how to do their job they shouldnâ€™t be allowed to work near a patient.","0","1",""
"Hospital is very clean and good and doctor Mr Ravikumar C P is treats our baby within 3days our baby felt better and she became active.","1","4",""
"One of the best hospital and good response from Dr I m happy to the service and securities Nice to see they are Communication with attendees.","1","5",""
"Staff is prompt in their services Excellent team Special thanks to Venamma Taken good care clean place.","1","4",""
"Very bad experience.","0","2",""
"people who handle insurance are VERY CARELESS They donâ€™t even bother about the tension and emergencies of the patient.","0","2",""
"They always give WRONG communications This is really a very sad part about the hospital.","0","1",""
"We are very happy about the treatment provided technology and doctors advice and concern towards patients in ASTER CMI HOSPITAL.","1","4",""
"Worst Experience in Aster CMI hospital","0","2",""
"She was exceptionally well in handling patients By her soothing words she made worried patients comfortable.","1","4",""
"They are misleading people by not informing about the terms and conditions properly.","0","2",""
"The surgery went really well and the recovery is nice as of now.","1","5",""
"Worst hospital to follow up Even tried walkin appointment but doctor will not take walkin people.","0","2",""
"Nursing care given by nurses during all the shifts was good.","1","4",""
"The support service team was also good in their work Overall the experience was really good and once again thanks to the entire aster team","1","5",""
"Worst hospital and management","0","2",""
"The staff is not at all helpful and do not give clear instructions","0","1",""
"I also waited for one hour with a confirmed appointment and the lady at the reception  was very very rude","0","2",""
"This has been the worst experience with a hospital across India","0","1",""
"Many thanks to all Staff Even they celebrated my daughter's birthday & senior doctor Harish also participated in it.","1","4",""
"The other services are good but REHAB is horrible please rectify this fault.","1","3",""
"Horrible food Worst food among all the hospitals I know of in Bangalore.","0","2",""
"Very unresponsive housekeeping staff They will come to clean and replace the sheets at 5 am when the patient is sleeping","0","2",""
"Exhaust fan in the bathroom was not working This is safety issue if you have to use the bathroom after another sick patient.","0","1",""
"Overall the hospital is very expensive for the kind of services and amenities provided.","1","4",""
"I could easily say Aster CMI is the best hospital for children in entire Bangalore.","1","4",""
"Dr Sapna Lulla was very nice everything was very smooth.","1","4",""
"Very convenient good parking space Fast service in the reception Well educated / experienced doctors Lab test on time.","1","5",""
"They took care of everything and made the patient feel absolutely comfortable.","1","4",""
"I expect more professional attitude from the staffs We meet two doctors both are busy and allow less time for us.","1","3",""
"I really liked the overall experience The senior doctors are really qualified and accurate in their diagnosis/treatment.","1","4",""
"taking good care of the patient food service.","1","4",""
"Hospital is very good and quick treatment Satisfied with facility.","1","5",""
"My respect and appreciation for all the nurses very caring Well done Aster.","1","5",""
"Support service team has also have done their work nicely.","1","4",""
"We had one of the best services provided by the all the doctors and nursing staff specially trivani sister was the best at her service.","1","4",""
"We are very much satisfied with the treatment During her stay in the hospital the Nursing staff","1","5",""
"The staff were very friendly and helpful","1","4",""
"I highly recommend Aster hospital for great patient care.","1","4",""
"The whole neurosurgery team is excellent and awesome Special thanks to Dr Nirmala and all other doctors at ICU who took care of me","1","4",""
"All nursing staff and other staffs also co operated and took good care of us.","1","4",""
"All the staff reception were very kind and responsive They were guiding me properly with the procedure","1","4",""
"I am very happy with the service provided thank you","1","5",""
"Manjari from canteen gave a good service to us She keeps the food on time.","1","5",""
"All over good service from hospital and staff Thank you Very much Aster CMI Hospital and staff.","1","5",""
"Never seen this bad house keeping Even after multiple request they don't provide what is asked.","0","2",""
"And the scanner bar code they have pasted everywhere for feedback link doesn't work.","1","3",""
"We had a wonderful experience at Aster CMI Hospital during our medical visits for my father","1","4",""
"All are cooperative and helpful Treatment is great and hospital is good.","1","5",""
"The sisters here also take good care of patients and are polite to attenders.","1","5",""
"CCU security Mamatha is very polite and speaks multiple languages and is very friendly.","1","4",""
"The facilities here are very good and you get the confidence that you will get treated well once you are here and go back healthy.","1","5",""
"the tests are very expensive and without insurance this will burn a hole in your pocket","1","3",""
"I am extremely impressed with the services offered at Aster cmi Hospital.","1","4",""
"The facilities were modern and well-maintained creating a comfortable environment for patients","1","4",""
"I am immensely grateful for the positive experience and excellent medical care provided by Aster cmi Hospital","1","5",""
"We are very happy with the experience and will be grateful forever.","1","5",""
"Thanks for the hospital we got good treatment.","1","4",""
"The patient gets hope and has complete faith that they will get treated and keep in good health.","1","5",""
"I'm happy to choose to this hospital thank you so much everyone for you all good supporting","1","4",""
"Takes lots of time to give report.","1","5",""
"they were really patient friendly and nursing care was really excellent.","1","4",""
"Aster hospital is excellent in Bangalore with all good services All are good and helpful.","1","5",""
"Nursing staffs are very lazy","0","2",""
"Floor coordinator John was very helpful and security ayang also very good.","1","4",""
"Worst working professional.","0","1",""
"doctor Akshay sir and Pavan Kumar is kind good person he will treat the patient very nicely","1","4",""
"the dining area is not maintained well dining area is too small.","1","3",""
"We are very much satisfied with his treatment he explained us the treatment we understood well.","1","5",""
"There are multiple waiting rooms and cafes The hospital is very clean","1","5",""
"Mamatha is very polite and speaks multiple languages and is very friendly Overall good service","1","5",""
"We shall refer others as we are totally satisfied by the care and hospitality.","1","5",""
"Today its our discharge and we are happy to leave from here.","1","5",""
"Thanks to Dr Umesh and team All other doctors siters and staff are come operative and supportive We are thankful for the treatment.","1","5",""
"Medications and nursing staffs are very good and co operative we had a good experience in the hospital","1","4",""
"staff is rude specially nurses and billing staff they behave as if they own hospital","0","2",""
"they do not treat in emergency ward so that patient doesnâ€™t get well till they become potential in patient or customer.","0","1",""
"Thanks for the good treatment Nursing care its very good","1","4",""
"Great hospital Amazing doctors Dr Sahana took such good care of me Nurses and staff were very attentive.","1","5",""
"had delay with house keeping staff","0","2",""
"Lakshmi was very helpfull in arranging the scan APPRECIATE ALL HER EFFORT","1","4",""
"Housekeeping didnâ€™t respond for issues neither cared about our problems","0","2",""
"Nurse Panchali in night duty very polite and friendly who makes patient to feel homely.","1","4",""
"no emergency attenders are there.","0","2",""
"No nurse or staff responded well or gave any first aid.","0","1",""
"I had a very sensitive and caring experience with my dad","1","4",""
"This is the first ever worst experience for us on the hospital.","0","2",""
"Dr Rajini ma'am treated us very well Aster has best facility for the patients","1","5",""
"The surgery was really good Everything went well He is doing good after surgery We are happy","1","4",""
"Hospital infrastructure is extremely good.","1","4",""
"Food given to patients and attenders during BMT was below average and did not meet nutritional requirements","1","3",""
"doctor was very arrogant and almost behaved like a hooligan People like him should not be a doctor","0","2",""
"journey in this hospital went smoothly and we are very happy with her treatment and the friendly nature of the staff.","1","4",""
"Staff from nursing to housekeeping were all really nice and professional.","1","4",""
"Thank you all for your prompt actions which is leading the way for my aunts recovery.","1","4",""
"They provide good and quality care Nurses are very friendly and equipments are good.","1","5",""
"All doctors and staff are co operative Security Jyothi lakshmi has done good job.","1","5",""
"very good about diet and she gave very good diet plan for my disease.","1","5",""
"I had a good experience with aster staff Exclent doctors Nurses Lactation department Dietician Nursing aids","1","5",""
"Very good treatment received Thanks to Sir Sri P R Dayanidhi and Ishika Security Ayang Madam from Arunachal","1","5",""
"The nursing staff is very good and polite and we felt very comfortable Thank you very much for the all the support and care","1","5",""
"overall good treatment and excellent doctor and nursing staffs.","1","5",""
"Thanks to all doctors team Treatment is wonderful We are completely satisfied","1","5",""
"Rude doctors Rude physiotherapists Rude staff Inexperienced nurses","0","2",""
"The billing and admission department people have no heart and they are very rude.","0","1",""
"The doctor who conducted my fatherâ€™s surgery was rude as well and spoke arrogantly with us.","0","2",""
"Nursing staffs are also really in their care and treatment Support services team also was good.","1","4",""
"Dr Nishta performed my colposcopy and biopsy so effortlessly made me feel very comfortable.","1","4",""
"Thank you once again for your exceptional service and for making my ACL surgery experience a positive one.","1","5",""
"Doctor treatment is good nurse caring is good and support services is very excellent.","1","4",""
"If you don't have insurance please don't choose this hospital.","1","3",""
"Good working is housekeeping department room and restroom cleaning is nice especially Staff.","1","4",""
"Dietician Aruna Devi explained very well we are very much satisfied with her counseling she had given diet plan very helpfull Thank you.","1","5",""
"Doctor treatmentnurse curing and Cleaning department are very excellent especially hk staff.","1","5",""
"Nursing service also good Thanks for over all Thank for Ortho team.","1","5",""
"They have confirm me appointment for but nobody is responding.","0","2",""
"It is a bad experience Overall.","0","2",""
"The Doctor didn't had time to listen to my issues nor could explain to me on the treatment options","0","2",""
"Complete failure of hospital management system and foundational patient communication training.","0","2",""
"Very poor behaviour and attitude displayed by doctor Dr Ashwin Kr.","0","1",""
"This is worst hospital In two months my father admitted thrice and yet doctor can not find out what is the issue.","0","1",""
"Discharge procedures are so slow mainly because of the nurses due to lack of understanding and importance of patients.","0","2",""
"And also Sister Leema was very helpful in explaining the insurance and was kind.","1","5",""
"Diagnosis treatment and care are good It is a big organisation Cost is bit on the higher side Discharge process was not smooth.","1","3",""
"The ward was also very clean and well maintained.","1","5",""
"My mother was treated by Dr Vivek Padegal and team The pulmonologist team did a very thorough diagnosis and suggested the best course of treatment.","1","4",""
"Diagnosis treatment and care are good.","1","5",""
"Amazing service","1","5",""
"Good","1","4",""
"It is a big organisation and a large team of doctors and supporting staffs doing a decent job! Cost is bit on the higher side. ","1","5",""
"I'm very happy with this services.","1","5",""
"Food quality at hospital needs improvement Otherwise excellent service from doctor and hexa buddies.","1","3",""
"Nirmala was co ordinated my son's case very knowledgeable and end end supported i strongly recommend to hexa health.","1","5",""
"The timing of admission and discharge for insurance patients can be provided with more clarity.","1","4",""
"Good service by dilip kumar","1","4",""
"So worst experience.","0","1",""
"the reception guys are worst They make you wait like hell.","0","1",""
"Met Dr Sagar C in Pulmonology We are very grateful to him for his apt guidance Online appointment booking was helpful too parking was a challenge though.","1","4",""
"The only great doctor that is available and genuine is Sujith MS If not for Sujith MS don't even visit this hospital.","1","3",""
"Went to Narayana hospital to visit obstetrician Dr Janani sarvanan She is literally a God totally invisible and forever unavailable.","0","1",""
"Good service by Dr jagadish in helping us in resolving our issues dilip Kumar In co ordinating","1","5",""
"Found excellent service by Rajeshwari from billling and MOD Soojanya I would extend my thanks for wonderful support and help.","1","5",""
"Good service from erasree Peacefull hospital Patient will be recover fast.","1","5",""
"Good service by dilip kumar.","1","4",""
"Dr Sujith treatment is very good He will analyse disease from the report for better cure.","1","5",""
" I really liked the service there Thanks to the Emergency doctor abhishek and Thanks to the security guard there.","1","5",""
"Good hospital.","1","4",""
"Good service by Dilip in helping us in consultation.","1","5",""
"Was satisfied with test and time taken for that approximately she would have explained all details of the test conducted which did not only in 5 minutes she completed.","1","3",""
"Good service by dilip.","1","5",""
"Emergency ward department is the worst  The worst emergency department I have seen in Bangalore.","0","1",""
"Overall service and response is very good","1","5",""
"New Excellent Experience Thanks NH.","1","4",""
"Good service by dilip Kumar in helping us finish the things faster at OPD","1","5",""
"Narayana should try and educate their employees on triage protocols because the service doesn't looks like that of a hospital.","0","1",""
"This review isn't specially about the hospital per say  I had booked an in-person appointment with her a few months ago to understand the risks and general consultation about sexual education and contraceptive precautions to take.","0","2",""
"It was the first time I ever consulted a doctor by myself and frankly it was an ugly experience having her as my doctor that day. ","0","1",""
"I feel compelled to share my recent experience at your hospital  and unfortunately  it was far from satisfactory.","0","2",""
"the worst hospital ever in the world. please if you are in an emergency or even not in an emergency situation","0","1",""
"There service is so ridiculous.","1","5",""
"No response to any query even when it is their mistake They just keep repeating the same mistakes and at the end it is the patients fault.","0","1",""
"It was am amazing experience and team at the counter were very co operative and helpful in all my requirements at hospital. Thnx","1","4",""
"Dr pratibha Dermatology Dr was very good","1","5",""
"We had a great experience at the hospital Dr Amarnath Reddy Sir is a genious personality and a very caring doctor.","1","4",""
"Worst hospital the people inside were so rude and not ready to treat the patient itself think before visiting this hospital.","0","2",""
"I went to Narayan Hospital for the first time with my father I want to share some experiences I really liked the service there Thanks to the Emergency doctor abhishek.","1","5",""
"They have expert doctors who gives the right medicines and helps the patients recover fast  medical tests and getting the required medicines from pharmacy .","1","5",""
"Patient friendly Taking good care for the patient and giving first preference Much satisfied throughout 10 months journey Thanks once again.","1","4",""
"Hi thank you for rating us 5 stars We're glad to know that you had a positive experience in our care Take Care Team Narayana Health.","1","5",""
"He will analyse disease from the report for better cure His medication always effective the good doctor for cold asthama fever and any alergy related to throat And also support of Narayani hospital is very good. ","1","5",""
"5 star for Dr Manjula HM She has been super supportive and caring throughout my pregnancy and ensured normal delivery She is wonderful professionally as well as personally compassionate and humble attitude is a cherry on the top.","1","5",""
"I had an amazing experience with Dr Manjula HM in Narayana Hospital HSR She was very patient with me and helped me out during all my medical emergencies The hospital also provided all the facilities and support needed.","1","4",""
"Very very clean hospetal Dr Abhinav sir so great nice speak he explained everything about my son health issues in a very clear manner.","1","5",""
"I had performed an endoscopy test and found the experience to very very managed and performed by skilled empathetic fixture and hospital staff Overall a very comfortable and professional experience.","1","4",""
"I visited to this hospital to consult with Dr Karthik S N General medicine I had a very good experience  Hospital is also providing good services term of assessment appointment treatment consultation.","1","5",""
"At the outset I thank sister Shireen in the OPD who  yesterday helped to book appointment with Dr Vijay as being supersenior citizen I am ignorant of booking an appointment online Kindly restore our old type of booking.","1","5",""
"having taken personal care to treat me well and advising further investigations They were carried out by the lab and USG today utmost care and the staff Sharmila and Anu Gowda for all the help extended me.","1","5",""
"I have visited to take my second dose and Process was really smooth Hospitality from all staffs are really appreciable Shanti tooks good care and provide all details before vaccination Thank you.","1","5",""
"I had consultation with Dr Saji regarding my father's hip injury It was really good experience to have a clear understanding of issue and appropriate recommendation for treatment.","1","5",""
"This is a very good hospital Very nice Doctors and good treatment Worth of money charged Hygienic and good facility.","1","4",""
"I was very impressed with the Doctor and the staff was friendly and helpful I was able to get an appointment  She took the time to answer all of my questions and I felt confident in her ability to help me.","1","5",""
"Sample collection on time prompt punctual attentive and courteous Nursing well attending care giving minutely attentive Doctors detailed well explainingand guiding Specialist.","1","5",""
"Minutely detailing eliciting and patiently hearing patient infirmation and clear instructions Cost reasonable.","1","5",""
"Treatment is really awesome  But the fees you are charging is really very high  normal person cannot afford it please do some concession for middle group people.","1","4",""
"Was suffering from severe throat pain for 5 days Consulted Dr Ria ENT specialist To my surprise the pain almost gone in 8 hrs after taking meds suggested by her Dr Ria even suggested how I can fix my sleeping problem.","1","5",""
"I had been visited the hospital last week It's an imagine hospital Everybody is very helpful Especially Mrs Runa Das She is very much helpful and very cooperative I never forget her help during my visit.","1","5",""
"It was am amazing experience and team at the counter were very co operative and helpful in all my requirements at hospital Thnx Positive ","1","4",""
"Visited Naraya hrudayalaya for health checkup during the weekend Usually very crowded and took around 5 6 hours for complete routine checkup  Staff is supportive and cleanliness is maintained.","1","5",""
"Good service by dilip Kumar in helping us finish the things faster at OPD.","1","5",""
"I have consulted Dr Karthik sir I would say one of best doctor near HSR He do systematic examination no hurry explains issue calmy and won't suggest unnecessary test.","1","4",""
"Nowadays I have seen doctor they won't even touch patient and never use sethoscope ask everything to patient and write down some tablets But Karthik sir do through examination and treat patient Thanks you Sir.","1","5",""
"Must come for any cardio issue they are Titans for cardio health Thank you NH team from ground handling staff to doctors all are superb in their assigned job! Kudos to the organization.","1","4",""
"The hospital will not take you for a ride with unwanted tests .","1","5",""
"The doctors do physical examination and with the symptoms findings and their experience proceed with medication.","1","5",""
"Thank you doctor and NH hospital.","1","4",""
"Dr Ramesh Patil examined me carefully and satisfied by all means as an expert neurologist! He impressed deeply with his cool behaviour.","1","5",""
"Good service from erasree Peacefull hospital Patient will be recover fast","1","4",""
"Doctors and staff are very supportive and helpful This is my first visit to HSR LAY OUT HOSPITAL I am amazed.","1","5",""
"Wonderful experience had a consultation with the doctor and was advised very well Umair assisted a lot he was very helpful and very patient friendly.","1","5",""
"A solid money minting business factory Half and hour dressing job done in 2 hours and hence bill of 500 easily escalated to 2000.","0","1",""
"Good and clean hospital.","1","5",""
"There is great team of doctors and good OT facility The medical facilities are all great with good inpatient post operative care by doctors nurses.","1","4",""
"The housekeeping staff is also good but they can respond to calls from the room a  little faster.","1","3",""
"The admin accounts department are very unprofessional with discharge and insurance calim  settlement Had a really bad experience during discharge. They need to be sensitive and more transparent towards the patient and his her family.","0","1",""
"The parking is very limited with space for 10 15 cars with lot of bird droppings falling on the car.","1","3",""
"The streets next to the hospital are narrow and can be conjusted so better to avoid the street next to hospital.","1","3",""
"The streets next to the hospital are narrow and can be conjusted so better to avoid the street next to hospital.","1","3",""
"Cars can be parked on the nearby streets is hospital parking is unavailable.","1","3",""
"The staff are very friendly Although it was a walk-in appointment I did not have to wait for a long time Dr Saji is my most favoured Doctor He is so humble kind and caring.","1","5",""
"the worst hospital ever in the world.","0","1",""
"please if you are in an emergency or even not in an emergency situation don't ever come here.","0","1",""
" they don't know how to be professional and treat their patients for just a report they took 2hrs to give.","0","1",""
"i request each and every person not to come here please save your time and energy.","0","2",""
"Hospital doctors are not good.","0","2",""
"They are giving medicine and asking for lot of testing by only guessing as they are not experienced For me they asked lot of testing but not able to find out why I am getting mild fever in evening Better I do check up in Sakara or Manipal.","0","1",""
"If you are visiting this hospital visit at your own risk For major tests they will get a declaration signed by you before test to relieve themselves of all responsibilities and then your life is in the hands of incompetent people.","0","2",""
"There service is so ridiculous No response to any query even when it is their mistake They just keep repeating the same mistakes and at the end it is the patients fault.","0","1",""
"Had the worst experience ever here Took mys sister here she was having black outs .","0","1",""
"I had consultation with Dr Saji regarding my father's hip injury It was really good experience to have a clear understanding of issue and appropriate recommendation for treatment.","1","5",""
"Overall average services They give only 1 followup free When a doctor prescribes any health checkups then you need to take another paid booking to show your reports to the doctor The admin and billing counter staff are very rude and unprofessional.","1","3",""
"Good service","1","4",""
"Hospital doctors are not good","0","1",""
"I visited Narayana Multispciality Hospital at HSR Layout and it was a surprisingly pleasant experience.","1","5",""
"The staff was helpful enough to guide me all throughout the time I spent at the hospital The waiting time for the check-up was not very long and the doctor was very good He took the time and had the patience to explain everything about my problem.","1","4",""
"I was given a proper diagnosis and all my symptoms were taken into consideration The cafeteria was good and on ground floor they have cafe coffeday.","1","5",""
"The entire hospital is very clean and very well maintained with staff to help out with any doubts that you might have It is definitely recommended if someone is looking for proper care.","1","4",""
"Olny issue is there was long queue at the reception on early morning.","1","3",""
"I was  very impressed with the Doctor and the staff was friendly and helpful I was able to get an appointment quickly.","1","5",""
"I would highly recommend Narayana Hospital.","1","5",""
"Worst Emergency service I have ever seen.","0","1",""
"I have never seen a hospital outright deny a patient support Is it because they are understaffed at the emergency unit? I donâ€™t know Anyway I had to go to another hospital nearby where they immediately took me to a room to dress up my injury.","0","1",""
"When to the OPD section the staff there prioritise their own people for the doctors visit Inspite of taking appointment was made to wait for 2 hrs and the staff there was prioritising the medical reps and other agents.","0","2",""
"Worst Emergency service I have ever seen I kept waiting for more than 3 hrs to get IV Injection The hospital does not have separate facility to provide IV injection or other similar kind of operations.","0","1",""
"I do not recommend this hospital at all Please think twice before going to Narayana Hospital HSR layout.","0","2",""
"prompt punctual attentive and courteous well attending care giving minutely attentive Cost reasonable.","1","5",""
"No support for patients after consultation hour only you can talk to doctor  if you book a appointment Being regular visitor also not helpful Doctor is good but Naryana HealthCare hospital is bad.","0","1",""
"Most pathetic clinic I would say They did X-ray unnecessary and most importantly they told me I have infection in lungs When checked with other doctor it was all good Not recommended at all.","0","2",""
"This is an emergency case and you would at least expect one person to be sent inside with the patient just for an emergency situation but they wonâ€™t 1 star for hospitality here.","0","1",""
"Treatment is really awesome","1","5",""
"They asked me to come after 2 days to show to the orthopedician and when I came for the same they are treating me as new patient asking me to book an appointment with the orthopedician and wait for slot.""","0","1",""
"Matter is not specifically the money it is the attitude or gesture which hurts the tensed patients.","0","2",""
"We had booked an eye consultation with Dr Vinay Patil but some other dr checked us under his name and didn't give eye no. also, he then redirected us to Sankalp Nethralaya hospitaloverall eye checkup experience was very bad.","0","1",""
"One good thing about this hospital in comparison to other ones is the responsiveness of the all staff though there are delays.","1","3",""
"One if the worst experiences I had today.","0","1",""
"Was suffering from severe throat pain for 5 days Consulted Dr Ria ENT specialist To my surprise the pain almost gone in 8 hrs after taking meds suggested by her Dr Ria even suggested how I can fix my sleeping problem.","1","5",""
"It was overall good experience Doctor and Management from NH were supportive Bajaj Finserv came as saviour when our claim from insurer got rejected  me to get the process done with no glitches.","1","4",""
"Good service by Dr jagadish in helping us in resolving our issues dilip Kumar In co ordinating.","1","5",""
"another worst experience simply people be there and many things not available i don't know what the pharmacy manager do there  not doing their job properly i has this experience many times.","1","3",""
"Treatment and other services are good They will charge more for emergency services during night In house canteen for and food service for patients admitted is not good Iâ€™m disappointed with their timely service.","1","3",""
"Very poor bad worst experience For a hairline fracture as per doctor Due to unwanted plaster cast for 2 months I made my leg underperformer else i was fit for running I asked Doctor to show me the crack in CT report He refused. ""","0","1",""
"If you are choosing this hospital for treatment or surgery then please do it at your own risk they are really good unless you admit and get your treatment started.","0","1",""
"Worst Emergency service I have ever seen.","0","1",""
"I had been visited the hospital last week It's an imagine hospital Everybody is very helpful Especially Mrs Runa Das She is very much helpful and very co-operative I never forget her help during my visit.","1","5",""
"Recently visited this hospital Doctors are extremely good but the management and the service provided by the staff is worst Vitals checking persons are very careless.","0","1",""
"Visited Naraya hrudayalaya for health checkup during the weekend Usually very crowded and took around 5-6 hours for complete routine checkup Staff is supportive and cleanliness is maintained.","1","5",""
"I would have given 0 if there is an option I took my father to emergency ward and we waited 2 hours no body attended him at all What is the purpose of emergency if you dont have anyone to treat patient.","1","5",""
"Worst hospital in Bangalore only money making market As soon u go to emergency ward u will end up going to ICU & all the hospital diagnostics are used to make moneyr.","0","1",""
"Good service by dilip Kumar in helping us finish the things faster at OPD.","1","5",""
"I have consulted Dr Karthik sir  no hurry explains issue  calmy and won't suggest unnecessary test.","1","4",""
"Must come for any cardio issue they are Titans for cardio health! Thank you NH team from ground handling staff to doctors all are superb in their assigned job Kudos to the organization.","1","5",""
"The hospital will not take you for a ride with unwanted tests The doctors do physical examination and with the symptoms findings and their experience proceed with medication.","1","5",""
"Hospital staff is very irresponsible Their behaviour is not good They are taking so much time for small treatment This hospital is not good for major injury and in emergency.","0","2",""
"One of the rare hospital brands in bangalore which still keep the dignity of this profession The hospital management system is efficient and the staff  helpful The doctors are competent.","1","3",""
"Dr Sujith MS has been very helpful during every visit at NH hospital Thank you doctor and NH hospital.","1","5",""
"Dr Ramesh Patil examined me carefully and satisfied by all means as an expert neurologist He impressed deeply with his cool behaviour.","1","5",""
"Worst hospital don't go here Never recommending this hospital to anyone Instead go to Apollo or some other hospital that have more sense that you shouldn't keep the patient waiting.,Negative,2
Service is excellent but charges are extremely high compared to Apollo 24/7 for lab reports,Positive ,5
This place is open just for minting money. It is so obvious in their behaviour. They manipulate test results in their favour so you can get admitted where no admission is required at all. This has happened to my uncle and a neighbor. ,Negative,2
Doctors and staff are very supportive and helpful. This is my first visit to HSR LAY OUT HOSPITAL. I am amazed.,Negative,1
First don't admit your loved one here. Chutiya hospital, can't diagnose or find anything even after 3 days of icu admission with lots of repetitive tests. Can't cure even dengue despite admitted on very first day of fever. ","0","2",""
"Wonderful experience had a consultation with the doctor and was advised very well Umair assisted a lot he was very helpful and very patient friendly.","1","5",""
"Found excellent service by Rajeshwari from billling and MOD Soojanya I would extend my thanks for wonderful support and help.","1","5",""
"With the excellent support guidance and supervision of Dr Manjula Gynaecologist in Narayana Multi-speciality Hospital HSR layout surgery for my wife went on well and smooth.","1","5",""
"Worst hospital please never go to this hospital in emergency ward they are just money looters and they just want all patients to go to ICU .","0","1",""
"Very good service and good doctors Only challenge is with Parking With patient of u r alone it is a big challenge Also the location is such you hardly get a proper parking.","1","3",""
"Good service from erasree Peacefull hospital Patient will be recover fast.","1","5",""
"examined me carefully and satisfied by all means as an expert neurologist! He impressed deeply with his cool behaviour.","0","1",""
"The Hospital offers great patient care but the roads are very very Narrow and highly impossible to get parking available here or in the vicinity.","1","3",""
"Very good experience The doctor has addressed my health issue very patiently and I had quick recovery. ","1","5",""
"This is a second time we visited here this time we have done a surgery from here Doctors and nurses are very professional and helpful.Hospital promises clean and services very good Hope a good future ahead Thank you.","1","5",""
"Emergency is a joke here They have been asking us to just wait and wait The concerned patient has very high fever with dengue Multiple payments .","0","2",""
"I really wish and hope that someone from the upper management reads this You guys have everything available yet the hospital will never achieve any greatness And it'll be on you.","1","3",""
"Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.","1","3",""
"Fantastic medical care+ highest degree of professionalism awesome peace of mind for the patient n family Keep up the good work.","1","5",""
"A very well managed medical superspeciality with hassle free assistance to patients and their family A must recommended to citizens.","1","4",""
"Recently i had a fracture in my right hand. I went to Narayana hospital Hsr to get diagnosed by one of the best doctor .","1","5",""
"Worst worst Gives good suggestion And the staff were good at patients Eerashi and Arun sisters were helpful to the patients  I was forced by them to post good opinion but it was worst ","1","3",""
"Hears your issues and addresses them Staff are absolutely dears Soft-spoken and helpful Billing needs improvement.","1","5",""
"Last l was visiting the hospital very experienced Doctor is there specially Dr.Guddu and Miss Anu Thanks.","1","5",""
"One of best hospital in Bangalore Doctors and staffs are very polite with the patient and understanding the problem and giving best treatment Also the maintenance of hospital with clean neat and tidy.","1","5",""
"I have an excellent experience with with the service the provided and also Dr Sujit is a very good doctor.","1","4",""
"THEY LET THE EMMERGENCY PATIENT TO DIE I took my 65yr mom as she keep complaining about chest pain i told them we are here for EMMERGENCY showing mom feeling breathless.","0","1",""
"We had a great experience at the hospital Dr Amarnath Reddy Sir is a genious personality and a very caring doctor.","1","4",""
"Prompt service v good housekeeping disciplined nursing above all expert doctors well managed OT facilities.","1","4",""
"Dr Saji M J  have been consulting him from past 4 years one of the finest doctor to be known and also a good human being.","1","5",""
"The session with Dr Jagadeesh as very insightful He patiently answered all my queries and made me understand the intricacies involved with my kidney issue I strongly recommend him for any Urology related issues.","1","4",""
"Manjunath kp said he will come at 8 pm on September 16 still he is not here  And my kid is having fever  there are many patients waiting from 7pm now it's already 9 pm.","0","1",""
"Courteous treatment by the attending support staff Dr Sarat Damodar is excellent and very helpful in making me to understand the issues involved and put me on satisfactory regimen Thanks to him and everyone at NMH.","1","4",""
"Money loot Hospital Emergency ward is not actually it is It is a fun ward on patients They cannot able to identify the Root cause of the problem. ","0","2",""
"They charged us 1 lakh rs for just 24 hrs hospitalization On arguing and checking the bill after I almost paid the money.","0","2",""
"Very good consultation with dr Karthik sir  General medicine I Ã m really happy  and coordinatior Revathi also helped me a lot I am really tanks to dr Karthik and Revathi I am really recommend to this dr and hospital.","1","5",""
"Everyone in staff as well as doctors were very helpful and with good behaviour Had a smooth experience through my consultation and diagnoses for a week.","1","4",""
"Excellent treatment Best doctors and nurses My kid got well in 3 days.","1","5",""
"Completely unhelpful and exploitative staff None of the Narayana Brand principles are followed here They will exploit you for money with uneccessary tests and procedures Got refused twice in ER as well when family members had emergency.","0","1",""
"Well organised helpful and supporting staff and above all very professional and experienced doctors who listens and understand the patients.","1","5",""
